ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,SNR,Mag_Inst_B,Erro_Mag_B,Std_Fundo_Local,Area_Ap,Exptime,Mag_B_Calibrada,Mag_Inst_G,Erro_Mag_G,Paralaxe_Gaia,Erro_Paralaxe_Gaia,Mag_Ap_B,Mag_Ap_G,Cor_B_G,Erro_Cor_B_G,Distancia_pc,Mag_Abs_G,Erro_Mag_Abs_G
25,1292.1651046226386,84.70508627319323,276.7115295496362,-14.920288769280685,32600.98055883957,212.0941919737931,153.7099165962443,44.71177336469361,0.0070633048539857,6.2786552804884215,352.1809355185953,250,14.117983994988265,45.59549541928199,0.0067302999355378,0.4971,0.016499999910593033,14.144100714077098,13.088873196004727,1.0552275180723711,0.009756393425986781,2011.667672500503,1.5710920116997222,0.07239017922634164
452,2493.980403384236,1184.6769061032207,276.5424030548775,-14.751559465707064,32019.019671008224,213.31447922052453,150.10242055771076,44.73132994428882,0.007233061238893,6.2786552804884215,352.1809355185953,250,14.138303573063045,45.25456087358817,0.005673237939152,0.8618,0.01489999983459711,14.163657293672301,12.747938650310907,1.4157186433613944,0.009192540649886187,1160.3620329542816,2.4249710990726516,0.03796966796933806
171,544.7099222940343,431.5049052090289,276.66297008849256,-15.029475517880352,29954.01689487529,205.1560582190626,146.006007109431,44.80371234565959,0.0074359954189163,6.2786552804884215,352.1809355185953,250,14.213509968370255,45.60929721846456,0.0068081260864964,1.6738,0.14630000293254852,14.236039695043075,13.1026749951873,1.1333646998557754,0.010081895093670485,597.4429441988291,4.221192812799977,0.18992157483186312
236,356.15368572953986,633.4610342779511,276.6336278075105,-15.057476525592394,29192.354565405665,204.5463765582483,142.7175345591742,44.83167720854006,0.0076073343289842,6.2786552804884215,352.1809355185953,250,14.242565878269218,45.33419344709221,0.0057750179581849,0.6324,0.01360000018030405,14.264004557923542,12.82757122381495,1.4364333341085924,0.009551040153318358,1581.2776723592665,1.8325305301158075,0.047054065123132
583,2066.882428182775,1531.6358066600644,276.49245754571297,-14.814546579785684,28373.46752718996,202.3761643575256,140.20162709015622,44.86256898604129,0.0077438473613565,6.2786552804884215,352.1809355185953,250,14.274662896142384,45.7434631640529,0.0073221765647582,0.6864,0.016300000250339508,14.294896335424774,13.236840940775636,1.0580553946491378,0.010657459434662758,1456.8764568764568,2.419727314978882,0.05208340823271975
661,338.6638680368966,1826.4179089406207,276.45564060691817,-15.064761494303957,27887.994031311973,210.8321781667441,132.2757952500769,44.88130682963841,0.008207850861508,6.2786552804884215,352.1809355185953,250,14.2941317952958,45.51702103793221,0.0065101456648464,0.5732,0.016300000250339508,14.313634179021896,13.010398814654948,1.303235364366948,0.010476202190788224,1744.5917655268665,1.8019297232814822,0.062092053656633485
478,603.6644950744025,1249.3190135327543,276.54067791489746,-15.024302749573849,27432.45494394144,198.63647422976345,138.10381527518575,44.899188335251736,0.0078614772360679,6.2786552804884215,352.1809355185953,250,14.312710946503492,45.21921689887167,0.0054512467628186,0.3644,0.01489999983459711,14.331515684635221,12.71259467559441,1.618921009040811,0.009566551918134039,2744.2371020856203,0.520486517099215,0.08895680527907837
626,801.1476174465861,1686.4619551344638,276.4746197184733,-14.997585085749169,27193.87563789109,200.27317450183097,135.78391467321788,44.908672253888,0.0079957924516529,6.2786552804884215,352.1809355185953,250,14.322564879510864,45.79007625610222,0.0077579960035573,1.7391,0.06300000101327896,14.340999603271484,13.283454032824956,1.0575455704465284,0.011140879629594808,575.0100626760968,4.485076808277128,0.07904459947687746
338,1161.3183924789353,907.1449301996954,276.58939915796634,-14.942556701136876,27079.59459367077,204.14712197737188,132.6474472496964,44.9132446259909,0.0081848540813323,6.2786552804884215,352.1809355185953,250,14.3273156423669,45.34441002420905,0.0060514599012142,0.4646,0.019899999722838402,14.345571975374384,12.837787800931785,1.5077841744425982,0.010178998146610765,2152.389151958674,1.173183828252867,0.09320634071571554
32,1756.2836687492024,103.82584605283732,276.7066927764457,-14.853448419662456,26810.012015860964,196.40001339769444,136.50718017810323,44.92410750011147,0.0079534277873403,6.2786552804884215,352.1809355185953,250,14.338602330702903,45.48008999954057,0.0063084748605266,0.5554,0.01590000092983246,14.356434849494953,12.973467776263305,1.3829670732316472,0.010151545135314768,1800.5041411595246,1.696497153334498,0.06248422109658352
426,1445.018834946172,1126.7715037731705,276.5554439731294,-14.902557066646674,26741.45012079473,194.44830903335472,137.52472445624423,44.926887636057096,0.0078945804421184,6.2786552804884215,352.1809355185953,250,14.341490933443003,45.97457317842907,0.0082858375249297,0.674,0.019300000742077827,14.35921498544058,13.467950955151807,0.8912640302887738,0.011444627728616229,1483.6795252225518,2.6112504378284065,0.06272978392494345
