ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,SNR,Mag_Inst_B,Erro_Mag_B,Std_Fundo_Local,Area_Ap,Exptime,Mag_B_Calibrada,Mag_Inst_G,Erro_Mag_G,Mag_Ap_B,Mag_Ap_G,Cor_B_G,Erro_Cor_B_G
486,2204.844014859281,1270.3620057698313,276.5308418632585,-14.793600429865808,4442835.957734531,2119.5149033567736,2096.156979457048,39.37569932633727,0.0005179478496315,6.2786552804884215,352.1809355185953,250,8.573723430027226,40.40645875153058,0.0005364858205594,8.808026675720754,7.90074518622388,0.9072814894968744,0.0007457124181607731
193,289.1672453270022,504.8703878943148,276.65310214473146,-15.066602528247996,631078.6697513051,803.5118926457624,785.4005342389171,41.494641268144825,0.0013823520008833,6.2786552804884215,352.1809355185953,250,10.77533573206048,42.645336297260464,0.001515400744435,10.92696861752831,10.139622731953764,0.7873458855745454,0.0020511792877708707
509,1749.7749027951834,1318.2261027456432,276.5256101250376,-14.859401273797303,495457.4641649537,712.2851904679947,695.5886080397403,41.7573340828579,0.0015608363728952,6.2786552804884215,352.1809355185953,250,11.0482774871492,42.33691248544968,0.0013101985627431,11.189661432241387,9.831198920142981,1.3584625120984057,0.002037849468622923
53,1920.2134818221275,136.2320665434027,276.70115888882606,-14.829945350148115,436561.1919155735,677.217302173845,644.639749330424,41.89473720542103,0.001684196485134,6.2786552804884215,352.1809355185953,250,11.191041382187642,42.88893796614185,0.001715197685836,11.327064554804515,10.383224400835154,0.9438401539693615,0.0024038346245186856
591,294.8752661630573,1556.710563059171,276.4960812997516,-15.07001128076072,370665.7207607696,620.2717750612043,597.5859867623265,42.07239396106269,0.0018168096709935,6.2786552804884215,352.1809355185953,250,11.3756294027666,43.23624873679186,0.0020050270321538,11.504721310446172,10.730535171485158,0.7741861389610136,0.00270572185937191
375,1121.1244062649712,1007.8023386714024,276.57455097583744,-14.948759364361488,225864.55462681784,489.43449858845,461.4806583479931,42.61022981775018,0.0023526446457942,6.2786552804884215,352.1809355185953,250,11.934448884884016,43.60400422061343,0.0024025385148308,12.042557167133666,11.098290655306734,0.9442665118269318,0.0033626073432129274
697,2231.69366657358,1960.2423565019928,276.42785557414595,-14.79249674315881,178759.47547410388,435.6370502142669,410.3403863059432,42.864177342531576,0.0026458521662318,6.2786552804884215,352.1809355185953,250,12.198304153213208,44.011172557131665,0.0029122566171691,12.296504691915061,11.505458991824966,0.7910457000900948,0.00393468833451885
402,1818.3247732005,1066.943827363843,276.56279995955805,-14.84849940725943,173927.410718447,430.6424634971779,403.878914554804,42.893929942670084,0.0026881819299647,6.2786552804884215,352.1809355185953,250,12.22921754880466,43.61270782321138,0.0023920025452153,12.326257292053569,11.106994257904681,1.219263034148888,0.0035983327062551083
8,1100.9471987593208,35.212828109604885,276.719729402943,-14.947648597998889,158451.2505711135,416.3477509968751,380.5742920232629,42.99511084369436,0.0028527938506514,6.2786552804884215,352.1809355185953,250,12.334346015059772,43.93665919658932,0.002800089512771,12.427438193077847,11.430945631282619,0.9964925617952289,0.0039973658869116024
658,1347.5136783276546,1807.225453027132,276.45433914034794,-14.91933234694952,155603.180460093,409.323707527278,380.147002479018,43.014803847851965,0.0028560004233097,6.2786552804884215,352.1809355185953,250,12.354807340290977,43.81984433971233,0.0026564170975118,12.44713119723545,11.314130774405633,1.1330004228298165,0.0039004217994850505
683,1446.288642701757,1914.8317128510143,276.4378769862292,-14.905521819294334,153067.70102166673,406.6602162547526,376.4019564819622,43.03264112311719,0.0028844164630478,6.2786552804884215,352.1809355185953,250,12.37334053550688,43.60998241570698,0.002394553412061,12.464968472500672,11.104268850400281,1.360699622100391,0.0037488324016304274
367,1468.7848280681949,992.0682309623892,276.5754375019166,-14.89858374114804,132972.48746959277,380.4480484815221,349.51549364052283,43.185445539114895,0.0031063000632431,6.2786552804884215,352.1809355185953,250,12.53210660428297,43.72501857037551,0.0025241129634341,12.61777288849838,11.219305005068811,1.3984678834295678,0.004002529991777721
398,684.7244951387097,1058.0133238186108,276.56888854494224,-15.011853908440145,129239.59637966804,377.5198597736576,342.33853672533616,43.21636103910757,0.0031714220969258,6.2786552804884215,352.1809355185953,250,12.56422827017878,43.60735534013642,0.0024094624654718,12.648688388491053,11.101641774829723,1.5470466136613297,0.003982891850074099
68,283.7280169031367,201.69945939546128,276.6983715504881,-15.066135529975073,128126.4357431891,377.81528710598513,339.12454078981443,43.22575315920538,0.0032014787177342,6.2786552804884215,352.1809355185953,250,12.573986823134646,44.10945889453827,0.0030625289803561,12.658080508588867,11.603745329231572,1.0543351793572953,0.004430411914893014
401,820.5588716893594,1066.275724901492,276.5670867659952,-14.992313042320172,127151.63308836608,373.8464679313134,340.1172513196716,43.23404516551852,0.0031921344647689,6.2786552804884215,352.1809355185953,250,12.582602341449402,44.22654745701349,0.0032529346208989,12.666372514902008,11.72083389170679,0.945538623195219,0.004557554836643011
487,2765.8829131642983,1275.2208608752137,276.52776168874,-14.71271813905259,125452.80159991371,373.88483940070864,335.53861611773056,43.24864911072616,0.0032356931448363,6.2786552804884215,352.1809355185953,250,12.5977760584791,44.32164467418219,0.0033884366702634,12.680976460109648,11.815931108875489,0.8650453512341585,0.0046852121825939055
596,431.883185471063,1591.0768062475718,276.4903842880332,-15.050409606383278,122382.89871087816,365.9786298776617,334.399029669541,43.275548182923885,0.0032467199473422,6.2786552804884215,352.1809355185953,250,12.625724595952136,44.426041299594445,0.0035867056758596,12.70787553230737,11.920327734287746,0.7875477980196237,0.00483793840615124
562,785.1790079061436,1464.585198094543,276.5077970113876,-14.999007363664868,111125.54802023944,351.0182553668192,316.58053768204064,43.38031523236818,0.0034294590815637,6.2786552804884215,352.1809355185953,250,12.73457912393771,44.34258486329028,0.0034231990024998,12.812642581751668,11.836871297983578,0.9757712837680899,0.004845563022274642
364,312.2889776000241,988.3824276908788,276.58083973083603,-15.06523708049314,103564.20730573343,339.07814557574045,305.4287297988072,43.45682580824085,0.0035546754253117,6.2786552804884215,352.1809355185953,250,12.814074754164004,44.43567183986884,0.0036677329297837,12.889153157624335,11.92995827456214,0.9591948830621959,0.005107639594130995
