ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,SNR,Mag_Inst,Erro_Mag,Std_Fundo_Local,Area_Ap,Exptime,Mag_R_Calibrada
1165,2556.0766623754325,1313.7222620352295,276.53074482306346,-14.714518784067558,5773.151598883851,99.4339999206248,58.06013640698742,21.204062716928853,0.0186995771485879,3.344222022651961,399.5664568589252,175,14.436974202922551
1578,843.8880208577655,1782.3828504746016,276.4679305435019,-14.963495412507156,5757.230409937212,94.33761935084564,61.02793826634343,21.20706109499387,0.0177902126606619,3.344222022651961,399.5664568589252,175,14.439954096473
1174,2691.532838799251,1320.9119495026823,276.5291082747981,-14.69499661280052,5745.950602959201,96.91053764328392,59.29128805485898,21.20919040144054,0.0183112905051997,3.344222022651961,399.5664568589252,175,14.442070276090709
510,737.9950917957152,600.7086666193077,276.6448870444203,-14.974014796364395,5743.751527498331,104.76276249183466,54.826270240306094,21.20960601114859,0.0198025507706675,3.344222022651961,399.5664568589252,175,14.4424833236323
309,1109.018309373569,375.6895152385984,276.6769197141682,-14.919533559593154,5743.285769594106,99.7161167836454,57.59636410687094,21.209694056517726,0.0188501482139648,3.344222022651961,399.5664568589252,175,14.442570826216015
421,2370.205636566286,494.8934799932669,276.6537464842535,-14.73793860080558,5741.892084388703,100.85921940293883,56.92976922069451,21.209957556920106,0.0190708659961568,3.344222022651961,399.5664568589252,175,14.442832702181141
671,506.99556549622014,775.2832054018661,276.6197892402509,-15.008064515766897,5732.491020755522,104.80563616278458,54.69640021889464,21.211736663882135,0.0198495695448884,3.344222022651961,399.5664568589252,175,14.444600841237241
1311,3005.755651915579,1449.6922983591792,276.5085906390319,-14.650176122970834,5729.794150165079,105.62637093726484,54.24586776315738,21.21224757249241,0.020014427730058,3.344222022651961,399.5664568589252,175,14.445108600178783
1067,571.4913322609312,1222.0862955346936,276.5527602858854,-15.000556995153287,5707.9825030986685,110.51828418861297,51.6474042734621,21.216388538753634,0.0210213855908701,3.344222022651961,399.5664568589252,175,14.44922403805449
1367,362.1976693427685,1518.6256035194444,276.50934670653385,-15.031937883030436,5697.571844181628,95.29040586977304,59.79166309741732,21.21837059628395,0.0181580498644282,3.344222022651961,399.5664568589252,175,14.451193876521534
847,212.9692221126199,953.0488862564832,276.5944811225999,-15.051212433279462,5692.738496204809,99.38981218922405,57.27688151142338,21.21929203583156,0.0189552917573465,3.344222022651961,399.5664568589252,175,14.452109635543751
984,1830.04220760784,1121.5896937916375,276.56245979417514,-14.818520755711669,5670.582624132658,94.93969881476092,59.72825588162719,21.223525914762753,0.0181773263587622,3.344222022651961,399.5664568589252,175,14.45631741329788
487,2275.103342692776,574.3716575015814,276.6422827327783,-14.752003291532471,5648.422544791509,95.83812804894696,58.93711260623451,21.22777717727598,0.0184213299903862,3.344222022651961,399.5664568589252,175,14.46054246746708
877,1445.4881407596367,993.689742992056,276.58317744571514,-14.873501070582392,5639.710331987008,95.55502921315032,59.02054950354061,21.229453126141372,0.0183952878977324,3.344222022651961,399.5664568589252,175,14.462208084379485
1416,640.993488694442,1576.2125437450106,276.49957086717154,-14.991945068868691,5599.7189288891095,93.48047964172032,59.902548107914896,21.23717955004664,0.01812443767908,3.344222022651961,399.5664568589252,175,14.469886876134266
1389,219.57103404203747,1547.4457566796368,276.5056432118201,-15.052628247283591,5598.157560106716,96.16057416933609,58.21676511881592,21.23748232792219,0.018649267058796,3.344222022651961,399.5664568589252,175,14.470187787433309
373,557.6378254258731,442.3637947627771,276.66932171004606,-14.999403057976595,5590.471998638473,101.8000319497795,54.91621064909285,21.23897393037602,0.0197701186437912,3.344222022651961,399.5664568589252,175,14.471670194399882
792,2904.5244776519075,893.2334582113601,276.5920392144162,-14.662463352556196,5582.663199467497,93.83221195489163,59.49623357649583,21.240491552279934,0.0182482139580161,3.344222022651961,399.5664568589252,175,14.473178460410852
909,2232.3248567178257,1034.031623639786,276.57384172676035,-14.760092658784878,5576.403415561188,97.92850998977993,56.943615461351925,21.24170966038313,0.0190662287809398,3.344222022651961,399.5664568589252,175,14.474389059075113
964,661.6327955633707,1100.0849594656963,276.5706037510363,-14.987059137435958,5573.923662040936,106.765676619631,52.20707476897176,21.242192580426902,0.0207960320474661,3.344222022651961,399.5664568589252,175,14.474869001995126
68,404.8906828905897,98.1631731694998,276.7214250006354,-15.020046818294428,5537.865655978792,100.262428452041,55.233707595939045,21.249239081930913,0.0196564751354809,3.344222022651961,399.5664568589252,175,14.481872062959999
392,2842.9164856275693,464.5245323461869,276.656282140326,-14.669551599738051,5536.844242993597,105.09541185532711,52.68397682874624,21.249439355359527,0.0206077837200703,3.344222022651961,399.5664568589252,175,14.482071101735402
1522,812.7547364115765,1715.8631893627864,276.47799410640846,-14.9677218111312,5523.071087657299,95.1186612759293,58.06506329641717,21.252143539014767,0.0186979904673072,3.344222022651961,399.5664568589252,175,14.484758614536906
466,785.3943547055588,550.6675112658414,276.6521613246718,-14.966968821974998,5479.9038362618885,99.24967320610966,55.21331868651991,21.26066277830922,0.01966373378431,3.344222022651961,399.5664568589252,175,14.493225334102556
1499,57.68154939271072,1691.4248145163483,276.48481687470706,-15.076549969651357,5476.907203617186,97.23812073803964,56.32469202456126,21.261256665093246,0.0192757378864417,3.344222022651961,399.5664568589252,175,14.493815559670862
860,1172.2848594254142,973.9079536352924,276.58728723118554,-14.912852127386437,5438.22574976983,92.58786423817584,58.735837515166914,21.26895204194104,0.0184844559289658,3.344222022651961,399.5664568589252,175,14.501463495768244
1497,596.6049190184484,1687.350566885369,276.48315858152563,-14.998791227238849,5429.132651859662,93.54279529329304,58.03902518453955,21.270768989087472,0.0187063789673919,3.344222022651961,399.5664568589252,175,14.503269241730143
1335,462.6894171854048,1475.6347112228502,276.5153447147957,-15.0172688354217,5417.966690506291,98.01574611873052,55.27649286006846,21.273004295025363,0.0196412605761445,3.344222022651961,399.5664568589252,175,14.505490767369396
1739,2225.479137274992,1981.0647883585957,276.43253703060043,-14.76496584008973,5407.004709124944,95.0447299092186,56.88905333614406,21.27520325217556,0.0190845151453804,3.344222022651961,399.5664568589252,175,14.50767616830534
632,695.1270910678921,741.3985017057239,276.6240490175936,-14.980774596647594,5405.2509140080365,98.085590798389,55.10749203844133,21.275555474493867,0.0197014953836521,3.344222022651961,399.5664568589252,175,14.508026219230166
1270,1167.2587668913775,1415.2482067393314,276.52139766410653,-14.915367198225288,5395.98329768487,94.2009942734232,57.28159600972739,21.277418629915903,0.0189537316630568,3.344222022651961,399.5664568589252,175,14.509877888601148
143,191.4108547219619,188.4692792826899,276.70884924192933,-15.051233902629814,5390.413311453507,122.36980951023769,44.05018960990158,21.278539956428933,0.0246468859638224,3.344222022651961,399.5664568589252,175,14.510992302318057
780,1093.9442021206178,882.6721077902271,276.60124671560385,-14.923787274385042,5376.293045035389,108.07088702463685,49.747838599767945,21.281387789880114,0.021824063729375,3.344222022651961,399.5664568589252,175,14.513822579337804
672,1230.2953029929035,775.6656011143406,276.61665127520234,-14.903669423407694,5347.3109938475245,96.05780964080188,55.66763404082639,21.28725651438042,0.0195032538872363,3.344222022651961,399.5664568589252,175,14.519655124103215
1302,916.388886798218,1446.4815338153023,276.5177879218701,-14.951691794184944,5343.578526899393,96.7244863306004,55.245354404212165,21.288014631776626,0.0196523311635633,3.344222022651961,399.5664568589252,175,14.520408567828609
103,1438.321128121296,140.13535157274674,276.7107003342437,-14.871013160562612,5327.22106939365,94.63227604278566,56.29391252288044,21.29134332286158,0.0192862771717762,3.344222022651961,399.5664568589252,175,14.52371673807279
329,1739.468161632538,404.75816394744425,276.6698845836464,-14.828632540576065,5325.227880542807,103.43764259682416,51.48249463978317,21.291749628929544,0.0210887216634802,3.344222022651961,399.5664568589252,175,14.524120539329731
1599,2908.957278306433,1798.7031188549902,276.45692704892434,-14.665593017497724,5310.775337216328,101.11824047115635,52.52044846183027,21.294700297310694,0.0206719483895694,3.344222022651961,399.5664568589252,175,14.52705301731878
1351,2260.805098508565,1502.4765632645128,276.50380549022714,-14.757913663368525,5305.085711166612,93.96229830109188,56.45972700845445,21.295864109375874,0.0192296360171458,3.344222022651961,399.5664568589252,175,14.528209654671295
91,624.4799258189106,121.98389834711372,276.7169154035827,-14.988442502691615,5300.258883594244,105.90102168366256,50.04917610168741,21.29685241518046,0.021692664786212,3.344222022651961,399.5664568589252,175,14.529191867730857
110,2206.816191429917,151.29521029894096,276.7057462751006,-14.760087392600022,5295.050576885376,97.15138084964948,54.503091264137,21.297919839900022,0.0199199710478511,3.344222022651961,399.5664568589252,175,14.530252711950114
313,2561.744798393308,380.0214545141529,276.6700854802896,-14.709797229036068,5294.891336518922,99.73772081613654,53.08815253839511,21.29795249220965,0.0204508906052962,3.344222022651961,399.5664568589252,175,14.530285162963546
1328,397.1007754180907,1470.307964065502,276.5164171827995,-15.02671033248122,5258.127044620662,103.19560139856128,50.95301518048975,21.305517433878336,0.0213078656121556,3.344222022651961,399.5664568589252,175,14.537803467993546
1091,1295.131368547692,1244.9197231372746,276.5462947202513,-14.89622499426738,5254.786624966655,98.21563240907284,53.502548383338976,21.30620740714236,0.0202924913449187,3.344222022651961,399.5664568589252,175,14.538489187684283
540,738.938757579683,634.3792152995402,276.639852051795,-14.974015771464334,5237.817788075074,95.68173288863514,54.74208743869029,21.30971915616145,0.0198330032850127,3.344222022651961,399.5664568589252,175,14.541979287340121
1467,632.5202181774706,1638.3694540333051,276.49032314100145,-14.993415094266329,5229.066783722345,92.36937122017868,56.61039708993949,21.311534650428612,0.0191784558280893,3.344222022651961,399.5664568589252,175,14.54378358937952
953,1055.6380781515877,1086.3297797721768,276.5709897107994,-14.93014396631368,5226.172590127302,94.04076511116416,55.57348011736743,21.312135752084465,0.0195362967679381,3.344222022651961,399.5664568589252,175,14.544380985341137
197,2845.171246281967,248.36022401061135,276.68854018116195,-14.66830929552913,5225.040411838447,109.42299062043914,47.75084634601881,21.31237098735582,0.0227367697764485,3.344222022651961,399.5664568589252,175,14.54461477042519
1237,1608.8269501632603,1381.849221509437,276.5245322343865,-14.851511424640828,5212.063348012278,97.5316288321094,53.43972422509528,21.31507090787253,0.0203163473566384,3.344222022651961,399.5664568589252,175,14.547298046369724
677,530.6355291729284,776.7596176581803,276.6194676735497,-15.004658670910365,5208.295190578268,110.08139708295722,47.31312763639166,21.31585614479399,0.0229471196312314,3.344222022651961,399.5664568589252,175,14.548078442432894
829,730.78301564552,936.5733756047784,276.5947373815528,-14.976419742338694,5163.289451680932,99.87540671911869,51.69730588634037,21.325278941508973,0.0210010943778574,3.344222022651961,399.5664568589252,175,14.557443149134093
257,1114.1658573347495,324.0906093964685,276.6846069190768,-14.918577687931444,5162.566431640531,102.72584078513076,50.25577198670927,21.325430988766804,0.0216034886557334,3.344222022651961,399.5664568589252,175,14.557594259045233
577,2885.52678435206,670.4810159491855,276.62536227559224,-14.664268785147048,5156.342211948417,94.05557653100657,54.8222912678502,21.326740790359025,0.0198039880291667,3.344222022651961,399.5664568589252,175,14.558895985923032
1276,1937.176844761971,1419.5812159147622,276.5175263379049,-14.80427964922501,5155.281072292069,94.94125305845344,54.29969487676833,21.3269642503741,0.0199945874919549,3.344222022651961,399.5664568589252,175,14.55911806834335
986,703.2477927157206,1122.7489090340816,276.5670416502048,-14.981145163686463,5138.40582177497,98.7451273673162,52.03705700495899,21.33052411906901,0.0208639777590907,3.344222022651961,399.5664568589252,175,14.562655991025009
1048,1209.637990960729,1202.1371669038324,276.5530437486993,-14.908389195105022,5120.747268849023,95.22427955954356,53.77564726700852,21.33426176661168,0.0201894362072342,3.344222022651961,399.5664568589252,175,14.56637059657666
949,576.449789082611,1080.5831533920923,276.5738786147084,-14.999272981589154,5108.0660919792135,94.65493579067324,53.96513186882889,21.336953852079414,0.0201185462242355,3.344222022651961,399.5664568589252,175,14.569046085774024
1036,283.2836848336593,1186.8191388546138,276.5592512983099,-15.042001878955784,5108.0578586180345,97.73329253283949,52.265279581179264,21.336955602108752,0.0207728727120587,3.344222022651961,399.5664568589252,175,14.569047825014716
928,739.6576961053023,1059.107834963234,276.5763942630437,-14.975634257281715,5068.509682141215,101.95964809039498,49.71093738620593,21.345394420605317,0.0218402640763975,3.344222022651961,399.5664568589252,175,14.577434619563656
414,656.0450165009257,486.08923907435576,276.662365106482,-14.985376497869218,5057.023816208763,129.2483050372114,39.126422700497415,21.34785762431438,0.027748511748972,3.344222022651961,399.5664568589252,175,14.579882638021276
312,2716.428597687216,378.6924618721464,276.66962907752463,-14.6874542246116,5048.867198363441,94.38214553972354,53.49388032547401,21.34961025299666,0.0202957795058846,3.344222022651961,399.5664568589252,175,14.581624462031927
1206,689.5331886576175,1346.8277463009092,276.53362768135185,-14.984024726226828,5018.899320706405,97.63191316775288,51.40633997495106,21.356073912197886,0.0211199630343073,3.344222022651961,399.5664568589252,175,14.5880482738223
1195,667.9797875664392,1338.2831817850597,276.5349949711928,-14.9871004026339,4998.33275938264,97.03290475422206,51.51172967606284,21.3605322079494,0.0210767529420491,3.344222022651961,399.5664568589252,175,14.59247908490345
293,134.58531150589812,365.29325666635816,276.6826620808854,-15.060155168434653,4991.601448208094,95.02946565749548,52.52688114861961,21.36199536660528,0.0206694168063799,3.344222022651961,399.5664568589252,175,14.593933223423479
824,1165.320433494774,933.2670150827404,276.59338685620827,-14.913691668434184,4951.91911579005,95.06785519099888,52.088259547259696,21.37066126586013,0.0208434685558065,3.344222022651961,399.5664568589252,175,14.602545698814646
175,1377.3123435546831,218.58560838378608,276.6992417427281,-14.88014831427925,4951.530272854317,94.66009750464907,52.30852707088255,21.37074652521511,0.0207556981776371,3.344222022651961,399.5664568589252,175,14.60263043255953
410,1833.503575862096,484.363502502003,276.65759546870737,-14.815386836923066,4947.612921312626,93.89155770448876,52.69497111640838,21.371605834053096,0.0206034841085989,3.344222022651961,399.5664568589252,175,14.603484443897871
122,2774.429025770261,166.42235036739817,276.7010724180711,-14.67817778049081,4941.485336130601,102.7752773693322,48.08048650039572,21.37295134438338,0.0225808863225846,3.344222022651961,399.5664568589252,175,14.604821659375153
1296,321.080883373493,1440.1342853246044,276.5212457595288,-15.03755792840606,4914.814153931802,92.96808914092236,52.86560366409012,21.378827370948393,0.0205369829293651,3.344222022651961,399.5664568589252,175,14.610661461189226
945,2352.58578398731,1073.7743037123823,276.5674053244752,-14.742897493442555,4910.017668547051,88.34138660735557,55.58003849736073,21.37988748441306,0.0195339915076085,3.344222022651961,399.5664568589252,175,14.611715039226288
1615,1414.6735099259322,1822.0767278794103,276.4596229534214,-14.881307153299293,4908.421483279963,97.9635296625093,50.10457973686526,21.38024050104278,0.0216686779073246,3.344222022651961,399.5664568589252,175,14.612065879565732
911,644.4697133570011,1037.165880453423,276.58007614891926,-14.98928232993939,4903.030369174783,101.28653330418138,48.40752476393003,21.381433663572665,0.0224283312417781,3.344222022651961,399.5664568589252,175,14.613251686442096
366,36.15812957654541,436.4844981775532,276.67244476535825,-15.074650091943786,4895.074125660525,109.11919391103623,44.85988165978782,21.38319694003915,0.0242020255031839,3.344222022651961,399.5664568589252,175,14.615004092595091
166,2585.0057484287004,208.80673111117457,276.69554893198114,-14.70571431379732,4887.57757130501,91.4306248455152,53.45667908934511,21.38486096372517,0.0203099036171964,3.344222022651961,399.5664568589252,175,14.616657857844919
1542,401.6006246017741,1746.2237022771014,276.4751842942859,-15.02715563087723,4876.013207366836,96.42786558655506,50.56643302956919,21.38743293847684,0.021470764990782,3.344222022651961,399.5664568589252,175,14.61921397678931
543,1154.114392150207,636.9171743231188,276.6377010332471,-14.914097349714377,4862.304535982723,102.0285860534898,47.65629637789548,21.390489731459915,0.022781879468577,3.344222022651961,399.5664568589252,175,14.622251925139318
1558,2854.0882613796844,1760.6909414180332,276.46282316958246,-14.673354662469976,4839.912849736313,91.40398283122678,52.95078726134929,21.395501267821327,0.0205039444388486,3.344222022651961,399.5664568589252,175,14.627232566191713
253,1503.644164034021,319.7631858981062,276.6835863359277,-14.862328097147708,4827.039854976756,95.3845245126046,50.60611120768218,21.398392910133566,0.0214539306437596,3.344222022651961,399.5664568589252,175,14.630106381997996
1446,1380.3925046513702,1607.9943385404647,276.4917255573684,-14.885391168479794,4819.763994800072,91.10911437208809,52.90100807166491,21.400030689119337,0.0205232383951777,3.344222022651961,399.5664568589252,175,14.631734064341897
1689,620.9977722253855,1921.8566457661984,276.4480350747492,-14.996202141913486,4815.501159765525,90.11698821085484,53.436108500411294,21.400991392236406,0.0203177220510292,3.344222022651961,399.5664568589252,175,14.63268884488003
