ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,SNR,Mag_Inst_B,Erro_Mag_B,Std_Fundo_Local,Area_Ap,Exptime,Mag_B_Calibrada,Mag_Inst_R,Erro_Mag_R,Mag_Ap_B,Mag_Ap_R,Cor_B_R,Erro_Cor_B_R
658,1347.5136783276546,1807.225453027132,276.45433914034794,-14.91933234694952,155603.180460093,409.323707527278,380.147002479018,43.014803847851965,0.0028560004233097,6.2786552804884215,352.1809355185953,250,12.354807340290977,42.99097181921419,0.0033034537111687,12.444253536287341,11.23927446160937,1.204979074677972,0.004366868997322846
683,1446.288642701757,1914.8317128510143,276.4378769862292,-14.905521819294334,153067.70102166673,406.6602162547526,376.4019564819622,43.03264112311719,0.0028844164630478,6.2786552804884215,352.1809355185953,250,12.37334053550688,42.544988904201944,0.0026750786878587,12.462090811552564,10.793291546597125,1.6687992649554388,0.003933942592176074
106,2755.5965559994333,289.5085150426884,276.674732747619,-14.710102969267291,144645.40330232776,399.0780164714033,362.4489381331096,43.09408842986828,0.0029954564237163,6.2786552804884215,352.1809355185953,250,12.437185204301633,43.32064962782121,0.0038796758093379,12.523538118303655,11.568952270216393,0.9545858480872624,0.004901494014272071
648,2020.3432432043555,1763.9170407245808,276.45801025170806,-14.82218457590873,142782.0897132652,392.4310853088904,363.8399073327194,43.108165687017504,0.0029840047177869,6.2786552804884215,352.1809355185953,250,12.451811684578,43.88077164539419,0.0050933556006664,12.53761537545288,12.129074287789372,0.40854108766350805,0.005903097104962298
367,1468.7848280681949,992.0682309623892,276.5754375019166,-14.89858374114804,132972.48746959277,380.4480484815221,349.51549364052283,43.185445539114895,0.0031063000632431,6.2786552804884215,352.1809355185953,250,12.53210660428297,42.64377375522233,0.0028027582007742,12.61489522755027,10.892076397617508,1.7228188299327627,0.004183844358351673
398,684.7244951387097,1058.0133238186108,276.56888854494224,-15.011853908440145,129239.59637966804,377.5198597736576,342.33853672533616,43.21636103910757,0.0031714220969258,6.2786552804884215,352.1809355185953,250,12.56422827017878,42.34047890850313,0.002438159197324,12.645810727542944,10.588781550898311,2.057029176644633,0.004000317285961809
401,820.5588716893594,1066.275724901492,276.5670867659952,-14.992313042320172,127151.63308836608,373.8464679313134,340.1172513196716,43.23404516551852,0.0031921344647689,6.2786552804884215,352.1809355185953,250,12.582602341449402,43.6523522311223,0.0045674113041497,12.6634948539539,11.900654873517482,0.7628399804364179,0.005572339586066152
487,2765.8829131642983,1275.2208608752137,276.52776168874,-14.71271813905259,125452.80159991371,373.88483940070864,335.53861611773056,43.24864911072616,0.0032356931448363,6.2786552804884215,352.1809355185953,250,12.5977760584791,43.88283681934455,0.0050836594849786,12.678098799161539,12.131139461739728,0.5469593374218107,0.006026052097912323
596,431.883185471063,1591.0768062475718,276.4903842880332,-15.050409606383278,122382.89871087816,365.9786298776617,334.399029669541,43.275548182923885,0.0032467199473422,6.2786552804884215,352.1809355185953,250,12.625724595952136,44.02095431455798,0.0054400109291972,12.70499787135926,12.269256956953164,0.43574091440609664,0.006335211861197281
562,785.1790079061436,1464.585198094543,276.5077970113876,-14.999007363664868,111125.54802023944,351.0182553668192,316.58053768204064,43.38031523236818,0.0034294590815637,6.2786552804884215,352.1809355185953,250,12.73457912393771,43.72942861183862,0.0047026746981877,12.809764920803559,11.977731254233802,0.8320336665697567,0.005820338384414992
292,284.3206248578461,782.731449065245,276.61165159321286,-15.068434955172169,103955.86998387711,342.3982742808142,303.61096358394275,43.45272747847745,0.0035759578217597,6.2786552804884215,352.1809355185953,250,12.80981652837363,44.16093063638155,0.0058644381998006,12.882177166912825,12.409233278776732,0.47294388813609345,0.0068687050993826255
364,312.2889776000241,988.3824276908788,276.58083973083603,-15.06523708049314,103564.20730573343,339.07814557574045,305.4287297988072,43.45682580824085,0.0035546754253117,6.2786552804884215,352.1809355185953,250,12.814074754164004,43.81931228837087,0.0049905330631297,12.886275496676227,12.067614930766048,0.8186605659101787,0.0061270823099992405
10,1006.0524140151398,37.240710900225785,276.71983249701987,-14.9613374047324,101930.7853644812,339.94260091294325,299.84704797438707,43.47408659565057,0.0036208460524605,6.2786552804884215,352.1809355185953,250,12.83200896989414,43.75037039461974,0.0047680261936042,12.903536284085945,11.998673037014925,0.9048632470710203,0.005987035987741726
61,393.54027463453775,176.90647181212887,276.70160478495023,-15.050207307126444,101409.40530090002,335.7163729321797,302.0686909464091,43.47965443199603,0.0035942155957918,6.2786552804884215,352.1809355185953,250,12.83779403495516,43.79962609221538,0.0049353715242402,12.909104120431408,12.047928734610558,0.8611753858208502,0.006105430192157964
234,1018.7342425405462,624.5773207700588,276.6321565743187,-14.961951239314011,101327.87545221212,338.34282134404737,299.4828589821796,43.48052767951057,0.0036252492168996,6.2786552804884215,352.1809355185953,250,12.838701352155688,42.42081426804194,0.0025320967177371,12.909977367945949,10.669116910437118,2.2408604575088305,0.004421984359154401
343,320.34358526497584,925.0207694037116,276.59026308378463,-15.063820913030272,100350.98166756806,337.26799790645487,297.54077555677713,43.491045958527096,0.00364891164234,6.2786552804884215,352.1809355185953,250,12.849630001035637,42.116713864081476,0.0022046269089348,12.920495646962472,10.365016506476657,2.555479140485815,0.004263207241174631
693,1056.9748356680252,1947.8928865404048,276.43455069681926,-14.961751458241594,90765.25893166116,325.5843461517252,278.77648297428823,43.60005089435866,0.0038945178890865,6.2786552804884215,352.1809355185953,250,12.962887756226603,43.28590372804168,0.0038155876305792,13.029500582794036,11.534206370436863,1.495294212357173,0.005452153570383336
112,1837.2743783230533,296.1193124927228,276.67767193855923,-14.842578608126043,89282.81031688314,317.3864478266183,281.30630947940324,43.61793039190372,0.0038594939516615,6.2786552804884215,352.1809355185953,250,12.9814648210214,44.05201967941739,0.0055041249929034,13.047380080339096,12.300322321812573,0.7470577585265232,0.006722431516974758
263,1985.939150435264,715.7760850843196,276.6144615961957,-14.822890096448129,81697.28982467376,304.8844080817054,267.9615213473949,43.7143308972925,0.0040517011343298,6.2786552804884215,352.1809355185953,250,13.081626384865434,42.9081599257122,0.003176123186589,13.143780585727875,11.15646256810738,1.9873180176204954,0.005148207511194324
491,1450.507809016773,1283.7644081988465,276.53200213552094,-14.902400481539194,81004.01108246803,303.6738953379572,266.74670535088,43.72358371066086,0.0040701533635508,6.2786552804884215,352.1809355185953,250,13.09124019605029,43.97083980604502,0.005316373729545,13.153033399096238,12.219142448440202,0.9338909506560356,0.006695519250589913
547,2689.212264469245,1410.304704718308,276.5079461831956,-14.72432512663619,79322.92853914041,304.07042369392497,260.87025359291863,43.74635317259383,0.0041618390178521,6.2786552804884215,352.1809355185953,250,13.114898006825191,44.23512640329397,0.0060464190305207,13.175802861029204,12.48342904568915,0.6923738153400549,0.0073403056546140506
679,1600.2806648222063,1898.94278344232,276.439610870662,-14.883266352622163,78696.36279299477,297.6418952124421,264.3994815878497,43.75496337043411,0.0041062864173554,6.2786552804884215,352.1809355185953,250,13.123844130885558,43.111916093272455,0.0034951414082234,13.184413058869488,11.360218735667637,1.8241943232018514,0.00539236512161735
622,2550.25369615723,1671.166441858256,276.4696362572739,-14.745416153816093,77777.87029354196,300.98203305966285,258.4136651044691,43.76770990377291,0.0042014032019594,6.2786552804884215,352.1809355185953,250,13.13708796926229,44.01103006139688,0.0054211845141432,13.197159592208287,12.259332703792062,0.9378268884162253,0.006858646397199723
