ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,SNR,Mag_Inst,Erro_Mag,Std_Fundo_Local,Area_Ap,Exptime
1569,2079.9988898905162,1317.601585480415,276.5308552450707,-14.793608386376132,4017328.013125018,2010.36507196079,1998.3077049815417,-9.564465106889092,0.0005433097201664589,4.248347012311862,558.6449957049914,600
1629,1625.3348835816164,1365.5093880319178,276.5256258391819,-14.859411265283951,680487.377662021,829.970927144749,819.8930292691352,-7.636672058790914,0.0013241971345552348,4.248347012311862,558.6449957049914,600
684,167.79783480070907,553.8153839624105,276.6531130231905,-15.066614814003875,509487.8638752343,720.1878839520263,707.4374274105016,-7.322456482704702,0.001534694035024536,4.248347012311862,558.6449957049914,600
230,1796.0125434048223,184.96863891561463,276.7012187470848,-14.829966690117436,403909.1731193963,647.3997615252648,623.8945349126974,-7.070331165234599,0.0017401979649524,4.248347012311862,558.6449957049914,600
1898,173.7328257722898,1603.8391063636925,276.4960679356591,-15.070023592083398,299206.94176822505,555.3132825231816,538.8074645157343,-6.744551037000747,0.002015005491759098,4.248347012311862,558.6449957049914,600
2289,1322.5075574137097,1961.1403980601708,276.43791730288604,-14.90555243340815,212075.29195428913,469.55001260110555,451.65645035229164,-6.370847057909213,0.0024038182099539486,4.248347012311862,558.6449957049914,600
1269,997.8209487432758,1056.1287404452237,276.57449969474766,-14.948745016031056,211664.74024723837,471.470613277784,448.94577580496707,-6.368743168930713,0.0024183321427923505,4.248347012311862,558.6449957049914,600
1326,562.5097535556497,1106.2872049450793,276.5688385214191,-15.011825662405187,211565.9997731892,471.838528553042,448.38644360388616,-6.368236560599333,0.0024213488509459264,4.248347012311862,558.6449957049914,600
1933,470.8343519044912,1637.767172759712,276.4897672593249,-15.027232191111667,210026.8952656224,470.1436301060361,446.7292159594994,-6.360309155132101,0.0024303313085715663,4.248347012311862,558.6449957049914,600
1333,1693.884219063184,1114.7238931189368,276.56279295463077,-14.848495090174628,209572.92053098453,465.98138159336185,449.74526624728566,-6.357959788048479,0.0024140331905195514,4.248347012311862,558.6449957049914,600
1176,199.06395661530613,973.4193333637643,276.5902324568379,-15.063800633429208,202615.52942406206,460.8216901950462,439.6831436868858,-6.321303695810717,0.002469278196330324,4.248347012311862,558.6449957049914,600
