ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Mag_Inst,Std_Fundo,Area_Ap,Exptime,Mag_R_Calibrada
521,541.9401915926143,1129.2846626915314,276.56674926504263,-15.004448613755123,24893.08002882381,-5.382601466608237,3.344222022651961,710.3422573430399,175,12.912618219338405
611,990.6692060910004,1298.5839682088304,276.5395630669989,-14.940378203282966,24183.71385473461,-5.351212367193927,3.344222022651961,710.3422573430399,175,12.944007318752714
57,325.5843572426558,167.58075105941796,276.71139145032856,-15.03177970894288,23981.703177336312,-5.342104936768928,3.344222022651961,710.3422573430399,175,12.953114749177713
832,251.53856888973783,1767.5972110922653,276.4726222412277,-15.04888659530694,23770.597161724872,-5.332505108665325,3.344222022651961,710.3422573430399,175,12.962714577281316
188,1243.9311599345438,412.09889532678926,276.6709028896912,-14.900206525336207,23544.636944765807,-5.3221348734493725,3.344222022651961,710.3422573430399,175,12.97308481249727
243,2984.5342972381814,528.918017414041,276.64607392528023,-14.649373869310043,23366.597720186808,-5.313893582786927,3.344222022651961,710.3422573430399,175,12.981326103159713
25,1788.497742959666,74.19954340874925,276.7190489799397,-14.820172349626752,23092.48945707508,-5.301081763326461,3.344222022651961,710.3422573430399,175,12.99413792262018
313,400.690701271698,674.4174590231969,276.6353163831604,-15.022998990599874,22983.81240860204,-5.295960049118355,3.344222022651961,710.3422573430399,175,12.999259636828286
222,776.5060544577391,478.29824319072105,276.6630128932516,-14.967956142721384,22861.764105898736,-5.290179226448308,3.344222022651961,710.3422573430399,175,13.005040459498332
621,1485.4994602707895,1313.2011204163375,276.5352987197608,-14.86902982990302,22693.636669361676,-5.282165121839792,3.344222022651961,710.3422573430399,175,13.013054564106849
904,2823.533872360262,1957.170331169672,276.4336409586302,-14.678572621450924,22672.22101985244,-5.281140044879622,3.344222022651961,710.3422573430399,175,13.014079641067019
265,495.06316246641046,569.3436285787557,276.6506141744736,-15.008951982942614,22642.697354512173,-5.2797252826758,3.344222022651961,710.3422573430399,175,13.015494403270841
822,1622.4061297076146,1739.91585913679,276.47102292135435,-14.851004044268455,22199.91672626272,-5.258283241731534,3.344222022651961,710.3422573430399,175,13.036936444215108
148,1596.7906587899515,352.77748934943673,276.678256971626,-14.849016523469825,22086.40592479083,-5.252717502727002,3.344222022651961,710.3422573430399,175,13.04250218321964
491,768.2776565536,1066.3215394887045,276.57519527602244,-14.971533210343685,21922.587375364907,-5.244634402510648,3.344222022651961,710.3422573430399,175,13.050585283435993
230,350.71791947041805,491.1301760682428,276.66292262636006,-15.029468985406728,21313.348060013494,-5.214034071525296,3.344222022651961,710.3422573430399,175,13.081185614421345
70,1613.0868922209263,186.38532149832707,276.7030421446391,-14.845970825611303,21265.215332621592,-5.211579340183511,3.344222022651961,710.3422573430399,175,13.08364034576313
50,1096.9599404506475,144.45928836747183,276.71152059977567,-14.920319605405812,21097.899393623986,-5.203002920892028,3.344222022651961,710.3422573430399,175,13.092216765054612
