RA,DEC,Magnitude
276.4478224563681,-15.052225062561664,15.516695704149937
276.43894094230535,-14.741354817202513,20.768116175006263
276.4424805477098,-14.872508786954135,13.67283828585832
276.4484954841529,-15.106881699374558,14.594368813746257
276.44847400185955,-15.10873913588272,14.59135287089854
276.44628031953306,-15.050329083664971,14.583755864482796
276.44715370635674,-15.11069801343852,14.60995114290689
276.43373061545947,-14.678963207152151,14.619874536571327
276.43961479548926,-14.883271708523003,13.090951185732191
276.44581193112174,-15.110481321031513,14.603174734293033
276.4458276967379,-15.107552233724853,14.602913418286501
276.44433327054014,-15.106321652202144,14.105059430778356
276.44433544298704,-15.110923671671154,14.578244624608171
276.43788495861014,-14.905532287682723,12.351450894154963
276.4360829987597,-14.875046738356653,15.208979450575429
276.4338140057343,-14.7965871974142,14.619963180580068
276.430257154528,-14.686078878485493,13.757739895655122
276.43806380180104,-14.964166181360325,15.064878190647715
276.44125225014955,-15.110462907901493,14.548779106693711
276.44066198954005,-15.105272180748416,14.594190072483718
276.43980231512495,-15.100461540430283,14.655477794900918
276.4333217911028,-14.879936733489206,14.5792515906858
276.43972937085795,-15.109030254553753,14.554226299687738
276.4392580252008,-15.104117451506225,14.620653899317281
276.4390820492967,-15.106701807062457,14.610804138134817
276.439097085147,-15.105161945671798,14.633832224635727
276.43454856660475,-14.961757711951098,12.88994070896669
276.4381954355732,-15.110971268352776,14.44877500571009
276.43760382792965,-15.108068943605168,14.556166116729472
276.43740160782676,-15.10672423766615,14.6008952430743
276.4373223263769,-15.112143270057732,14.22687082858493
276.4323357351424,-14.948026748642409,14.730631138617806
276.42786190038663,-14.792529168293033,12.352222201957915
276.42718010865525,-14.77587613482455,13.945188994219984
276.43586948507226,-15.100456018499386,14.642344696134396
276.43585948824926,-15.103072294474577,14.625935790770196
276.4357343253662,-15.111983153255473,14.212062075891764
276.435304418299,-15.098984374690266,14.62766575808142
276.4348548024184,-15.1020915608999,14.606643191071704
276.4293013047011,-14.948648839018308,15.49137261766842
276.4292866562925,-14.957928217551787,14.713611543513055
276.4332581846199,-15.103053220213582,14.637620590583175
276.4327279453919,-15.104170005293339,14.609902225034244
276.4325711629881,-15.105386729632357,14.559989273321573
276.42641218015444,-14.90019311294546,18.934747604215282
276.43190588385403,-15.100304887753508,13.04855741653217
276.4316972544673,-15.109765036527609,14.295192387108198
276.43098161450587,-15.095733693891175,14.672937355363958
276.4307798694673,-15.10764532669488,14.415575832243709
276.4304233390844,-15.109784379418103,14.194598782955886
276.42989254563446,-15.106295891586322,14.471460398447917
276.42927013338675,-15.103790514460284,14.578964431441424
276.4285872291194,-15.111705180336903,13.863837310584163
276.4285161929611,-15.106691914939777,14.375067058739162
276.4210902925019,-14.847802992225143,13.350225109936858
276.42781117489534,-15.11015683926176,14.028046429593156
276.42783709176183,-15.108547536330528,14.204874588100758
276.4269984867213,-15.107144479532824,14.288927071394633
276.4266942028803,-15.11314592093822,13.535504626081682
276.4256184475648,-15.103465032449863,14.474847735280049
276.4256691638278,-15.100260747253499,14.631424667479338
276.42583516118856,-15.112512152335801,13.560426223393728
276.4255829418849,-15.109608856135965,13.929529917803677
276.42290834205204,-15.022360110463543,14.18492432961577
276.4244010834594,-15.10177646076995,14.513131628291523
276.42436218732325,-15.097461090097097,14.653887302115512
276.42409901281815,-15.111929626685795,13.516006366152785
276.42345672746563,-15.10636432080497,13.075721504026466
276.42288357683873,-15.094815968346811,14.671481332218349
276.42276512195906,-15.091719632130628,14.690355773987628
276.4208030157061,-15.019565473723377,15.017413580415239
276.4231440365285,-15.108346766967502,13.901367372643968
276.42295693946255,-15.101318391866831,14.481463973195304
276.41209507147323,-14.75171072604539,11.66208007243513
276.4213408265727,-15.108394732401424,13.781225826834838
276.4212013808127,-15.102306692007284,14.42797990133125
276.4134070837024,-14.834565725744048,12.095330979730115
276.42049040661556,-15.08720653070204,14.746369744799932
276.41967605164797,-15.101259635966782,14.251039438080872
276.4191291056937,-15.099818285044366,14.488715305698452
276.4192358668758,-15.108651229718353,13.193796631230448
276.4188013299026,-15.097134887805764,14.610290675293081
276.4072635114156,-14.698929754742785,14.058916439588598
276.4183271715223,-15.114332628985165,13.549088814225223
