ID,X_pix,Y_pix,RA_deg,Dec_deg,Fluxo,Erro_Fluxo,Mag_Inst,Erro_Mag_Inst,Std_Fundo_Local,Area_Ap,Exptime
139,2660.9411788507214,379.72792632543144,276.6616903438708,-14.724138120829283,47417.84624413855,278.7922452043307,-5.695004538553114,0.006383350670545429,5.5505944686394715,625.9983263132058,250
173,3060.3679231894134,487.77811325661816,276.64388022379546,-14.666973851027938,47195.309520377254,431.99572258128006,-5.6898970749771705,0.009937804429569227,11.905192165655896,625.9983263132058,250
629,3018.376298222552,1898.9438714164141,276.4337308739234,-14.678827109698377,47011.03886618948,501.3269226516308,-5.685649599529656,0.011577932610086002,14.411826594200688,625.9983263132058,250
512,2109.5825624667086,1421.3064279166467,276.50873225262035,-14.807946272368525,46663.942800975,284.3799467755596,-5.677603556018247,0.0066164856564108,5.896984755371384,625.9983263132058,250
647,2347.624356123705,1961.6901065496234,276.4271596106086,-14.7757897836141,45746.42348383379,284.48441147025756,-5.656042843345098,0.006751669354925803,5.9805978860597016,625.9983263132058,250
587,1430.3745109756321,1707.3921257095271,276.46888983995257,-14.906995903775996,45098.57899094344,280.35352956094493,-5.640557123141495,0.006749211036237807,5.835598446895262,625.9983263132058,250
425,1412.6069809174392,1198.1139184972594,276.54493751357404,-14.907517744528482,41739.32504515024,278.6708979995072,-5.55651353315159,0.00724863168320972,6.042588740642248,625.9983263132058,250
473,1029.9418894379528,1319.6746896771642,276.52840117925996,-14.963158525914016,40666.25931193621,270.1648856463407,-5.5282355424208784,0.007212810357016006,5.732190566002831,625.9983263132058,250
408,1786.0681950176352,1154.9382768822109,276.54981187777855,-14.853507906655887,40081.46926965483,266.9605367941504,-5.512509061117081,0.0072312482570803015,5.630528021917392,625.9983263132058,250
273,2093.364252739091,791.795360166297,276.60267133608664,-14.807714243779811,39205.7683528944,266.0348463187906,-5.488524902218628,0.007367131031548512,5.664934978959661,625.9983263132058,250
467,2229.257927916969,1310.9744682868668,276.5246836804116,-14.790245229181519,39023.30753025634,316.4111244977095,-5.483460169493992,0.008803137909333097,7.880626109476909,625.9983263132058,250
254,753.631807280575,740.3363754757498,276.61600362503776,-15.000634159441002,38011.27109016222,273.1511086976724,-5.454930959760808,0.007801900599683348,6.099695557133846,625.9983263132058,250
369,274.8972505796822,1054.4868200115836,276.571129478056,-15.070890354072848,36386.16461161309,275.0289397437189,-5.407490678167768,0.008206386220339755,6.317019483340557,625.9983263132058,250
23,1292.1651044095324,84.70508905657181,276.71152954922195,-14.92028876932312,35361.46805836953,264.4031235656973,-5.376475695276442,0.008117945521420008,5.926177820819411,625.9983263132058,250
423,2493.980396543653,1184.6769048575347,276.54240305509205,-14.75155946668842,33814.62012259214,267.3541773347184,-5.327911260503974,0.008584051196789039,6.187670990898979,625.9983263132058,250
159,544.7099186495954,431.50490298712737,276.6629700888396,-15.029475518396422,32287.082112107193,257.25966511316204,-5.2777219738087355,0.008650729646102768,5.8699825985593685,625.9983263132058,250
28,202.24556682014685,99.32879958902855,276.71399604078545,-15.077452412326945,31772.843137803487,381.59847642323643,-5.260290174957538,0.013039483563237371,10.75776917440689,625.9983263132058,250
555,133.82368644153107,1602.126702290076,276.4899680669085,-15.093389336198136,30738.476868823695,268.539664536184,-5.224355837932736,0.009484969441756603,6.4853808687036665,625.9983263132058,250
497,2159.838222028303,1379.9924096046113,276.51468282144697,-14.800533770244565,30701.380330581975,257.9031096427064,-5.2230447326870335,0.009120287202858107,6.033707063092593,625.9983263132058,250
219,356.15368832318745,633.4610335531388,276.6336278076077,-15.057476525215709,30539.71693387616,256.61390141351944,-5.2173124967101945,0.009122733958794978,5.991298549440483,625.9983263132058,250
540,2066.882428265382,1531.6358062352444,276.49245754577595,-14.81454657977206,29857.241463056183,254.90684133923244,-5.192774179297944,0.0092691871077388,5.975096582657488,625.9983263132058,250
612,338.66386345328493,1826.4179128495819,276.45564060635354,-15.064761494979487,29028.1634556239,274.38974365450724,-5.16219887806797,0.010262617720928624,6.85766499685476,625.9983263132058,250
602,61.187381008614416,1764.8856296774572,276.46596967227435,-15.10448889651712,28874.800769926864,1067.3913059616013,-5.15644746924401,0.04013419001974454,33.59815877726625,625.9983263132058,250
445,603.6644912263112,1249.319018532952,276.5406779141673,-15.024302750148333,28775.078589089506,249.72083200090455,-5.152691274388232,0.00942210831723608,5.843074896855897,625.9983263132058,250
30,1756.2836658685603,103.82585007209786,276.70669277585864,-14.853448420094816,28635.1056461251,247.9745595771908,-5.14739695265696,0.00940195516161428,5.779300333144051,625.9983263132058,250
381,2929.9115661774617,1080.7922725029637,276.5560521597583,-14.68826339518017,28563.87107580545,242.22360818632217,-5.144692638823248,0.00920681131454359,5.5323540824185775,625.9983263132058,250
305,2777.293970809899,878.8673028624631,276.5867952593399,-14.709441613225975,28544.64816806768,243.7104813902293,-5.143961714332254,0.009269564931662764,5.600086502129518,625.9983263132058,250
464,1615.8301046492834,1298.0768493628655,276.5291758007186,-14.87862822186609,28494.990780337306,256.79776872345093,-5.142071280300506,0.009784363141308249,6.170105658013493,625.9983263132058,250
